species,country_of_origin,variety,aroma,aftertaste,acidity,body,balance,sweetness,total_cup_points,moisture,altitude_mean_meters
Arabica,Colombia,Caturra,7.83,7.42,7.42,7.67,7.5,10,79.5,0,1550
Arabica,Mexico,Caturra,7.25,6.92,7.25,7.58,7.08,10,79.5,0.12,1550
Arabica,Mexico,Typica,7.25,7,7.25,7.17,7.17,10,79.5,0.12,1100
Arabica,Guatemala,Bourbon,7.08,7.25,7.58,7.33,7.42,9.33,79.42,0.1,1219.2
Arabica,Guatemala,Other,7.25,6.83,7,7,7.17,10,79.42,0.1,1219.2
Arabica,Mexico,Typica,7,6.83,7.42,7.33,7.17,10,79.42,0.13,800
Arabica,Cote d?Ivoire,,7.42,6.83,7,7.33,7.08,10,79.33,0.13,200
Arabica,Colombia,Caturra,7.42,6.75,7.25,7.42,7.25,10,79.33,0,1200
Arabica,Mexico,Typica,7,6.83,7.33,7.42,6.92,10,79.33,0.14,950
Arabica,Mexico,Typica,7.42,7.08,7.17,7.08,7.08,10,79.33,0.14,750
Arabica,Guatemala,Bourbon,7.17,6.33,7.25,7.58,7.33,10,79.33,0.11,NA
Arabica,Taiwan,Typica,7.08,6.83,7.25,7.42,7.08,10,79.25,0.11,850
Arabica,Mexico,Bourbon,7,6.92,7.17,7.17,7.08,10,79.25,0.13,1000
Arabica,Guatemala,Bourbon,7.33,7.33,7.42,7.5,7.42,9.33,79.17,0.1,1219.2
Arabica,Honduras,Catuai,7.58,6.75,6.92,7,6.92,10,79.17,0.11,1650
Arabica,Guatemala,Bourbon,7.08,6.92,7.42,7,6.92,10,79.17,0.11,1320
Arabica,Guatemala,Catuai,7.25,6.75,7.25,7,6.92,10,79.17,0.11,1550
Arabica,Costa Rica,Catuai,7.17,7.5,8,7.25,7.83,6.67,79.17,0.1,NA
Arabica,Mexico,Typica,7.25,6.92,7.08,7.17,7.17,10,79.17,0.14,1550
Arabica,Mexico,Typica,7.17,6.92,7.08,7.17,7,10,79.17,0.14,1450
Arabica,Mexico,Typica,6.75,6.83,7.25,7.58,7.08,10,79.17,0.01,1200
Arabica,Guatemala,Bourbon,7.58,7.42,7.42,7.67,7.67,8.67,79.08,0.1,1700
Arabica,United States (Puerto Rico),Other,7.42,6.75,7.33,7.33,6.92,10,79.08,0.13,853.44
Arabica,Mexico,Typica,7.33,6.92,7.25,7.33,7.08,10,79.08,0.16,1500
Arabica,Mexico,Mundo Novo,7.25,6.75,7.33,7.42,7,10,79.08,0.11,1100
Arabica,Mexico,Typica,7.17,7.25,7.17,7.25,7.08,10,79.08,0.1,1200
Arabica,,,6.75,6.42,6.83,7.58,7.5,10,79.08,0.1,NA
Arabica,Guatemala,Other,7.33,6.58,7.42,7.08,6.83,10,79,0.12,1219.2
Arabica,Honduras,Pacas,7,7,7,7,7,10,79,0.11,1350
Arabica,Peru,Typica,7.67,7.08,7.25,8,7.5,9.33,79,0,1400
Arabica,Mexico,Mundo Novo,6.75,6.67,7.25,7.17,7.08,10,79,0.12,1300
Arabica,Mexico,Typica,7.5,6.92,7.5,7.25,7,10,79,0.14,1550
Arabica,Mexico,Typica,7.17,6.83,7.25,7.17,6.92,10,79,0.14,12
Arabica,Mexico,Typica,7.33,6.75,7.08,7.17,7.25,10,78.92,0.12,1300
Arabica,Mexico,Typica,7.5,6.92,7.08,6.92,6.75,10,78.92,0.16,1400
Arabica,Nicaragua,Caturra,7.17,6.92,7,7,7,10,78.83,0.1,1100
Arabica,United States (Hawaii),,7.5,6.92,7.25,7.58,7.42,9.33,78.75,0.12,NA
Arabica,Guatemala,Bourbon,7.33,6.33,7.25,7,7,10,78.75,0.12,1310.64
Arabica,Mexico,Typica,7.25,6.83,7,7.17,7,10,78.75,0.14,1320
Arabica,Mexico,Typica,7.25,7.17,7.25,7.08,7,10,78.75,0.14,1250
Arabica,Mexico,Bourbon,7.67,6.83,7.33,7.58,7.17,8.67,78.75,0.12,1350
Arabica,China,Typica,7,6.83,7.17,7.17,7.17,9.33,78.67,0,1850
Arabica,Mexico,Caturra,6.92,6.67,7.25,7.17,6.92,10,78.67,0.13,1150
Arabica,Nicaragua,,7.08,6.75,6.83,7.08,6.92,10,78.58,0.1,NA
Arabica,Nicaragua,,6.83,6.92,6.75,7.25,7.08,10,78.58,0.11,NA
Arabica,Guatemala,Other,7.33,6.92,7.58,7.25,7.17,10,78.58,0.12,1219.2
Arabica,Taiwan,Typica,6.83,7.17,7.25,7,6.92,10,78.58,0.1,800
Arabica,Mexico,Typica,7,6.75,7.33,6.92,6.92,10,78.58,0.13,1400
Arabica,Mexico,Typica,7.92,7.58,7.92,7.92,7.5,10,78.58,0.1,1300
Arabica,United States (Hawaii),,7.92,7.08,7.42,6.75,7.33,10,78.58,0,NA
Arabica,Mexico,Bourbon,7.25,6.92,6.92,7.25,7.58,10,78.5,0,1600
Arabica,Mexico,Typica,7.08,6.83,7,7,6.92,10,78.5,0.12,1400
Arabica,Mexico,Caturra,7.25,7,6.83,7.58,7.08,10,78.5,0.13,1200
Arabica,Brazil,Catuai,6.83,6.92,7.08,6.92,6.83,10,78.42,0.12,NA
Arabica,Mexico,Typica,7.58,7,7.17,7.33,7,10,78.42,0.14,1500
Arabica,United States (Hawaii),Hawaiian Kona,7.5,7.58,7.83,7.92,7.92,8.67,78.33,0.1,NA
Arabica,Guatemala,Other,7.17,6.67,7,7.17,7.17,10,78.33,0.1,1219.2
Arabica,Guatemala,Bourbon,7.17,6.5,7.17,7,6.83,10,78.33,0.11,1310.64
Arabica,Mexico,Typica,7.25,7,7.5,7.33,7.42,10,78.33,0.13,1300
Arabica,Guatemala,Bourbon,7.17,6.17,7.25,7.33,7.33,10,78.33,0.11,NA
Arabica,United States (Hawaii),Hawaiian Kona,7.5,7.33,7.58,7.5,7.42,8.67,78.25,0.11,NA
Arabica,United States (Hawaii),Hawaiian Kona,7.42,7.33,7.5,7.67,7.75,9.33,78.25,0.11,NA
Arabica,Indonesia,Java,6.92,6.92,6.92,6.92,6.83,10,78.17,0.13,1300
Arabica,Mexico,Typica,7.08,6.67,7.25,7.25,6.92,10,78.08,0.11,1050
Arabica,Taiwan,Yellow Bourbon,7.5,7.33,7.17,7.5,7.5,10,78,0,650
Arabica,Honduras,Pacas,6.83,6.67,7,7,6.83,10,78,0.11,1350
Arabica,United States (Hawaii),Hawaiian Kona,7.58,7.5,7.42,7.5,7.33,9.33,78,0.12,NA
Arabica,Guatemala,Other,7.42,6.83,7.33,7,6.92,9.33,78,0.1,1219.2
Arabica,China,Typica,7.33,6.92,7.08,7.33,7,9.33,78,0.1,1200
Arabica,Guatemala,Bourbon,7,6.83,7.17,6.67,6.83,10,78,0.11,1310.64
Arabica,Mexico,Other,7.25,7,7,7.25,7.08,8,78,0.12,850
Arabica,Colombia,,7.42,7,7.17,7.67,7.17,9.33,78,0.1,NA
Arabica,Costa Rica,Caturra,7.5,7.42,7,7.08,6.83,10,77.92,0.12,1200
Arabica,Mexico,Typica,7.42,7,7,7.25,7.08,10,77.92,0.11,1248
Arabica,Guatemala,Bourbon,7.17,6.17,7.08,7.33,6.83,10,77.92,0.11,NA
Arabica,Nicaragua,,7.42,7,7.17,7.08,7,10,77.83,0.1,1000
Arabica,Brazil,,7,6.67,6.83,7.08,6.83,10,77.83,0.11,NA
Arabica,Guatemala,Bourbon,7,6.67,7.17,6.83,6.83,10,77.83,0.11,1310.64
Arabica,Taiwan,Typica,7.17,6.58,7.33,7.33,7.17,10,77.67,0.11,775
Arabica,United States (Hawaii),,7.58,7.58,7.67,7.42,7.42,6,77.58,0.12,NA
Arabica,Mexico,Typica,7.17,6.58,6.75,6.83,6.75,10,77.5,0.13,1300
Arabica,Guatemala,Bourbon,7.08,6.33,7,6.92,7,10,77.42,0.11,1310.64
Arabica,Brazil,Bourbon,7.5,7.42,7.58,7.58,6.92,10,77.33,0,890
Arabica,Guatemala,Other,7.33,6.83,7.17,7.17,7.17,9.33,77.33,0.1,1219.2
Arabica,Mexico,Typica,7.33,6.67,7,6.92,6.92,10,77.33,0.15,1500
Arabica,Haiti,Typica,6.83,6.83,6.75,6.92,6.92,10,77.25,0.1,825
Arabica,United States (Hawaii),,7.08,6.83,6.67,7.58,7.42,10,77.25,0.12,NA
Arabica,Mexico,Other,7.08,7,7.25,7.33,7.25,10,77.17,0.12,1200
Arabica,Peru,Caturra,7.42,7.42,7.67,7.92,7.83,9.33,77,0,1200
Arabica,India,,7.67,7.17,6.67,7.17,7.42,6.67,76.83,0,NA
Arabica,Mexico,Typica,6.67,6.42,6.83,7,6.92,10,76.75,0,1200
Arabica,Guatemala,Bourbon,6.42,6.5,7.33,6.33,6.92,10,76.5,0.12,NA
Arabica,Mexico,Typica,7.17,6.58,7,7.25,6.58,10,76.42,0.13,1100
Arabica,Guatemala,Bourbon,7.5,6.83,7.5,7.17,7.33,8.67,76.33,0.11,1310.64
Arabica,Guatemala,Bourbon,6.17,6.5,7.17,7,6.83,10,76.33,0.11,NA
Arabica,United States (Hawaii),Hawaiian Kona,7.25,6.83,7.17,7.33,6.83,9.33,76.25,0,NA
Arabica,United States (Hawaii),,7.5,7.33,7.58,7.67,7.25,8,76.17,0,NA
Arabica,Mexico,Typica,7.42,6.83,7.08,6.92,6.83,10,76.17,0.16,1400
Arabica,Indonesia,Other,7.33,6.5,6.08,7.58,6.33,9.33,76.17,0.12,3500
Arabica,Mexico,Bourbon,7.08,6.83,7.17,7.17,7.08,10,76.08,0.12,1250
Arabica,Honduras,Pacas,6.83,6.67,6.83,7,6.83,10,76,0.11,1350
Arabica,Philippines,,6.83,6.5,6.92,6.75,7,9.33,75.83,0.12,1000
Arabica,Brazil,,7.17,6.83,7.5,7.17,7,10,75.67,0.11,NA
Arabica,Guatemala,Bourbon,7.92,7.17,7.58,7.33,7.17,8,75.58,0.11,1310.64
Arabica,Guatemala,Bourbon,6.67,6.33,7,7.17,6.75,10,75.58,0.12,NA
Arabica,Mexico,Pacamara,7.5,6.92,7,7.17,6.83,10,75.5,0.11,1100
Arabica,Mexico,Mundo Novo,7.17,6.67,6.83,7.25,7.75,10,75.17,0.11,1200
Arabica,Mexico,Other,7.25,6.67,7.08,7.17,6.83,10,75.17,0.12,1100
Arabica,Mexico,Typica,7.17,6.83,7.17,7.42,6.67,10,75.17,0.13,1280
Arabica,Mexico,Typica,7,6.75,6.92,7.17,6.83,10,75,0.14,850
Arabica,Mexico,Typica,7.08,6.58,7,7,6.75,10,74.92,0.17,1500
Arabica,Mexico,Typica,7.33,6.67,7.25,7.5,7,10,74.83,0.12,1250
Arabica,Guatemala,Bourbon,6.75,6.17,7,7.25,6.75,10,74.75,0.11,NA
Arabica,Guatemala,Bourbon,6.75,6.17,7.17,7,6.58,10,74.75,0.11,NA
Arabica,Mexico,Typica,7.08,6.83,7.5,7.33,6.83,10,74.67,0.12,1700
Arabica,United States (Hawaii),Hawaiian Kona,7.5,7,7.25,7.42,7.33,6.67,74.42,0,NA
Arabica,Guatemala,Bourbon,6.5,6.5,7.5,7.33,6.83,8.67,74.33,0.11,1310.64
Arabica,Mexico,Typica,7,6.67,6.83,7.08,6.83,10,74.33,0.14,1140
Arabica,Mexico,Typica,6.92,6.17,7.33,7.25,6.75,10,74,0.13,1200
Arabica,Mexico,Typica,7.67,7.17,7.58,7.33,7.33,10,73.83,0.12,1250
Arabica,United States (Hawaii),Hawaiian Kona,7.17,7.17,7.58,7.67,6.92,6.67,73.67,0,NA
Arabica,Brazil,,7.25,6.58,7,7,6.42,10,73.5,0.11,NA
Arabica,Honduras,Pacas,7,6.83,7.17,7,7.17,8,73.42,0.11,1350
Arabica,Mexico,Typica,7.08,6.92,7.08,6.92,6.92,8,72.92,0,1200
Arabica,Colombia,,8,7.75,7.33,7.42,7.67,6.67,72.83,0,NA
Arabica,United States (Hawaii),Hawaiian Kona,6.92,6.92,7.5,7.58,7.17,9.33,72.58,0.11,NA
Arabica,Haiti,,6.92,7.08,7.17,7.33,6.67,8.67,72.33,0.08,1020
Arabica,Costa Rica,Caturra,6.33,6.33,6.83,6.33,6.5,10,71.75,0.11,1200
Arabica,Mexico,Mundo Novo,6.92,6.92,6.92,7.17,7,10,71.08,0.12,800
Arabica,Mexico,Bourbon,6.5,6.42,7.17,7.33,6.5,10,71,0.11,1800
Arabica,Mexico,Typica,6.92,6.83,6.92,7.42,6.92,10,70.75,0.12,1000
Arabica,Brazil,,7,6.83,7,7.33,6.83,10,70.67,0.11,NA
Arabica,Honduras,Catuai,6.67,6.17,6.67,6.83,6.17,8,69.33,0.1,1450
Arabica,Honduras,Catuai,7,6.17,6.67,6.5,6.17,8,69.17,0.1,1450
Arabica,Honduras,Catuai,7,6.17,6.5,6.67,6.17,8,69.17,0.1,1450
Arabica,Mexico,Bourbon,7.08,6.25,7.42,7.25,6.75,10,68.33,0.11,900
Arabica,Haiti,Typica,6.75,6.42,6.67,7.08,6.67,6,67.92,0.14,350
Arabica,Nicaragua,Caturra,7.25,6.33,6.25,6.42,6.08,6,63.08,0.13,1100
Arabica,Guatemala,Catuai,7.5,6.67,7.67,7.33,6.67,1.33,59.83,0.1,1417.32
Arabica,Honduras,Caturra,0,0,0,0,0,0,0,0.12,1400
Robusta,Uganda,,7.83,7.75,7.92,8,8.25,7.92,83.75,0.12,1488
Robusta,India,,8,7.92,8,8,7.92,7.92,83.5,0,3170
Robusta,India,,7.92,7.92,8,7.83,7.83,7.92,83.25,0,1000
Robusta,Uganda,,8,7.92,7.75,7.75,7.83,7.75,83,0.12,1212
Robusta,Uganda,,8.33,7.83,7.75,7.58,8.25,7.75,83,0.12,1250
Robusta,India,,8,7.67,8,7.75,7.75,7.92,82.75,0,3000
Robusta,India,,7.67,7.83,7.83,8,7.92,7.75,82.58,0,750
Robusta,India,,7.67,7.83,7.67,7.92,7.92,7.83,82.5,0.1,3140
Robusta,India,Other,7.67,7.58,7.83,7.92,7.83,8,82.5,0.09,1000
Robusta,Uganda,,7.67,7.83,7.83,7.75,7.92,7.75,82.42,0.12,1100
Robusta,Uganda,,7.58,7.75,7.83,7.67,7.5,7.67,81.75,0.12,1095
Robusta,India,Other,7.67,7.75,7.5,7.75,7.75,7.58,81.58,0.11,1000
Robusta,India,,7.58,7.67,7.58,7.5,7.67,7.67,81.58,0,750
Robusta,Uganda,,8,7.75,7.58,7.58,7.67,7.5,81.5,0.11,1367
Robusta,Uganda,,8,7.75,7.5,7.58,7.67,7.58,81.5,0.12,1488
Robusta,India,,7.75,7.67,7.67,7.58,7.58,7.58,81.42,0,1000
Robusta,India,,7.5,7.25,7.83,7.83,7.67,7.83,81.25,0.13,750
Robusta,Uganda,,7.33,7.5,7.75,7.75,7.75,7.67,80.92,0.12,1600
Robusta,Uganda,,7.83,7.33,7.67,7.75,7.5,7.5,80.58,0.12,1745
Robusta,Uganda,,7.75,7.33,7.58,7.67,7.67,7.58,80.5,0.12,1200
Robusta,India,,7.67,7.5,7.33,7.42,7.58,7.5,80.17,0,750
Robusta,India,,7.58,7.42,7.83,7.42,7.42,7.5,80.17,0,750
Robusta,United States,Arusha,7.92,7.42,7.42,7.58,7.42,7.42,79.33,0,3000
Robusta,Ecuador,,7.75,7.33,7.58,7.75,5.08,7.83,78.75,0,NA
Robusta,Ecuador,,7.5,7.75,7.75,8.42,5.17,5.25,78.08,0,40
Robusta,United States,,7.33,7.17,7.42,7.42,7.5,7.17,77.17,0,795
Robusta,India,,7.42,6.75,7.17,7.08,7.25,7,75.08,0.1,NA
Robusta,Vietnam,,6.75,6.5,6.83,6.67,6.92,6.83,73.75,0.12,NA
